,property_id,location_id,page_url,property_type,price,price_in_lac,location,city,province_name,latitude,longitude,baths,purpose,bedrooms,date_added,agency,agent,Total_Area
55148,15618127,3497,https://www.zameen.com/Property/soan_garden_soan_garden_block_g_30x60_triple_story_house_in_g_block_soan_gardens_islamabad-15618127-3497-1.html,House,13500000,135,Soan Garden,Islamabad,Islamabad Capital,33.562621,73.15959,8,For Sale,6,6/19/2019,M J Enterprises,Tayyab Chaudhary,2178.008
55149,15618388,3372,https://www.zameen.com/Property/g_7_g_7_4_500_sq_yard_house_is_available_for_sale_in_g_7_4-15618388-3372-1.html,House,75000000,750,G-7,Islamabad,Islamabad Capital,33.705456,73.077321,5,For Sale,5,4/5/2019,Eagle Eye Estate,Shehryar Yousaf,5445
55150,15619113,3324,https://www.zameen.com/Property/g_10_g_10_1_cda_sector_g_10_1_30x50_house_for_sale_good_location-15619113-3324-1.html,House,21000000,210,G-10,Islamabad,Islamabad Capital,33.67189026,73.01225281,4,For Sale,4,4/5/2019,Pak Gulf Marketing  (I-8 Markaz),Shahzad,1361.255
55151,15619438,339,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_high_quality__top_most_architect_designed_bungalow_for_sale-15619438-339-1.html,House,55000000,550,DHA Defence,Islamabad,Islamabad Capital,33.527944,73.161392,6,For Sale,5,6/19/2019,VIP Properties,Fahad Ali,5445
55154,15620259,166,https://www.zameen.com/Property/islamabad_f_8_very_beautiful_location_house_for_sale_8_50_crore-15620259-166-1.html,House,85000000,850,F-8,Islamabad,Islamabad Capital,33.713131,73.038383,4,For Sale,4,7/2/2019,Shah Associates,Syed Wasiq Shah,59895
55157,15621722,8332,https://www.zameen.com/Property/islamabad_multi_residencia_orchards_3_bed_house_available_in_easy_installments_plan_in_sector_b18_islamabad-15621722-8332-1.html,House,7500000,75,Multi Residencia & Orchards,Islamabad,Islamabad Capital,33.718343,72.712998,3,For Sale,3,5/5/2019,Mansa Real Estate,Mohammad,15246.056
55160,15622413,1039,https://www.zameen.com/Property/islamabad_h_13_well_maintained_house_available_for_sale_on_kashmir_highway-15622413-1039-1.html,House,15000000,150,H-13,Islamabad,Islamabad Capital,33.637489,72.972193,4,For Sale,4,4/5/2019,Property Lounge Consultants,Danish Kamal,1633.506
55161,15622445,3394,https://www.zameen.com/Property/ghauri_town_ghauri_town_phase_4_new_house_for_sale-15622445-3394-1.html,House,7200000,72,Ghauri Town,Islamabad,Islamabad Capital,33.61855,73.135471,4,For Sale,3,4/5/2019,,,1361.255
55162,15623121,9177,https://www.zameen.com/Property/islamabad_islamabad_view_valley_house_for_sale-15623121-9177-1.html,House,7000000,70,Islamabad View Valley,Islamabad,Islamabad Capital,33.489352,72.72696,3,For Sale,3,4/5/2019,,,1361.255
55163,15623475,3340,https://www.zameen.com/Property/g_13_g_13_4_corner_brand_new_hose_for_sale_at_g_13_4-15623475-3340-1.html,House,40000000,400,G-13,Islamabad,Islamabad Capital,33.649315,72.968395,6,For Sale,6,6/27/2019,S. S Enterprises,Qamar Malik,3811.514
55164,15623507,3394,https://www.zameen.com/Property/ghauri_town_ghauri_town_phase_4_3_marla_house_for_sale_in_ghauri_town_phase_4_a-15623507-3394-1.html,House,3800000,38,Ghauri Town,Islamabad,Islamabad Capital,33.61855,73.135471,2,For Sale,2,4/5/2019,,,8984.283
55165,15623827,1314,https://www.zameen.com/Property/islamabad_ghauri_town_3_storey_house_for_sale_in_new_ghori_town_near_koraal_interchange-15623827-1314-1.html,House,8500000,85,Ghauri Town,Islamabad,Islamabad Capital,33.619337,73.125315,7,For Sale,8,4/5/2019,Abdullah Property,Muhammad Jamil,15246.056
55166,15624106,376,https://www.zameen.com/Property/dha_defence_dha_defence_phase_1_1_kanal_house_for_sale-15624106-376-1.html,House,34500000,345,DHA Defence,Islamabad,Islamabad Capital,33.540894,73.095732,6,For Sale,5,6/12/2019,Javed Real Estate,Malik Arslan Javed,5445
55167,15624252,376,https://www.zameen.com/Property/dha_defence_dha_defence_phase_1_1_kanal_house_for_sale-15624252-376-1.html,House,37000000,370,DHA Defence,Islamabad,Islamabad Capital,33.540894,73.095732,6,For Sale,7,6/12/2019,Javed Real Estate,Malik Arslan Javed,5445
55168,15624309,3403,https://www.zameen.com/Property/h_13_shams_colony_newly_built_3_5_marla_single_storey_house_for_sale-15624309-3403-1.html,House,4850000,48.5,H-13,Islamabad,Islamabad Capital,33.629736,72.974367,2,For Sale,2,4/5/2019,,,9528.785
55406,15627236,424,https://www.zameen.com/Property/islamabad_pwd_housing_scheme_brand_new_house_is_available_for_sale-15627236-424-1.html,House,20000000,200,PWD Housing Scheme,Islamabad,Islamabad Capital,33.57079315,73.14525604,6,For Sale,6,6/26/2019,Ahmad Estate & Builders,Ch Aziz Ahmad Akif,38659.642
55407,15627507,424,https://www.zameen.com/Property/islamabad_pwd_housing_scheme_brand_new_house_is_available_for_sale-15627507-424-1.html,House,17000000,170,PWD Housing Scheme,Islamabad,Islamabad Capital,33.570792,73.145256,5,For Sale,5,6/26/2019,Ahmad Estate & Builders,Ch Aziz Ahmad Akif,25319.343
55408,15627547,156,https://www.zameen.com/Property/islamabad_bhara_kahu_2_kanal_house_for_sale_barakahu_islamabad-15627547-156-1.html,House,33000000,330,Bhara kahu,Islamabad,Islamabad Capital,33.737402,73.179159,8,For Sale,8,6/19/2019,Hafeez Real Estate,Hafeez Khan,10890
55409,15627617,338,https://www.zameen.com/Property/islamabad_soan_garden_corner_house_is_available_for_sale-15627617-338-1.html,House,14000000,140,Soan Garden,Islamabad,Islamabad Capital,33.564427,73.157101,6,For Sale,5,6/26/2019,Ahmad Estate & Builders,Mahfooz,18240.817
55410,15627705,338,https://www.zameen.com/Property/islamabad_soan_garden_corner_house_is_available_for_sale-15627705-338-1.html,House,14500000,145,Soan Garden,Islamabad,Islamabad Capital,33.564427,73.157101,5,For Sale,5,6/26/2019,Ahmad Estate & Builders,Mahfooz,18240.817
55411,15627876,3285,https://www.zameen.com/Property/f_11_f_11_4_house_is_available_for_sale_in_f_11_4-15627876-3285-1.html,House,108000000,1080,F-11,Islamabad,Islamabad Capital,33.680925,72.997971,10,For Sale,10,4/5/2019,BASE Group,Naveed Shaikhani,5445
55412,15627921,158,https://www.zameen.com/Property/islamabad_chak_shahzad_new_double_storey_house_for_sale-15627921-158-1.html,House,26500000,265,Chak Shahzad,Islamabad,Islamabad Capital,33.658353,73.144054,8,For Sale,5,4/5/2019,Islamabad Construct & Real Estate,Muhammad Bakhtiar,2178.008
55413,15628115,338,https://www.zameen.com/Property/islamabad_soan_garden_house_is_available_for_sale-15628115-338-1.html,House,13500000,135,Soan Garden,Islamabad,Islamabad Capital,33.564427,73.157101,5,For Sale,5,6/26/2019,Ahmad Estate & Builders,Mahfooz,18240.817
55414,15628287,424,https://www.zameen.com/Property/islamabad_pwd_housing_scheme_brand_new_house_is_available_for_sale-15628287-424-1.html,House,15000000,150,PWD Housing Scheme,Islamabad,Islamabad Capital,33.570792,73.145256,6,For Sale,5,6/26/2019,Ahmad Estate & Builders,Ch Aziz Ahmad Akif,25319.343
55416,15628733,764,https://www.zameen.com/Property/islamabad_g_15_3_unit_brand_new_house_for_sale_in_g151_islamabad-15628733-764-1.html,House,33000000,330,G-15,Islamabad,Islamabad Capital,33.631486,72.926559,8,For Sale,7,7/1/2019,Faisal Enterprises,Masood Rao,38659.642
55417,15628744,9057,https://www.zameen.com/Property/dha_defence_phase_1_dha_phase_1_sector_b1_16_marla_house_for_sale_dha_1-15628744-9057-1.html,House,35000000,350,DHA Defence,Islamabad,Islamabad Capital,33.541728,73.094103,7,For Sale,6,4/5/2019,Naeem Property,Qosain Hassan,4356.016
55421,15632496,3337,https://www.zameen.com/Property/g_13_g_13_1_4_marla_beautiful_outstanding_location_house_for_sale-15632496-3337-1.html,House,13000000,130,G-13,Islamabad,Islamabad Capital,33.645957,72.962472,3,For Sale,3,4/5/2019,KPK Property Advisor,Abdul Aziz,1089.004
55422,15632528,3420,https://www.zameen.com/Property/i_10_i_10_1_brand_new_double_storey_house_is_available_for_sale-15632528-3420-1.html,House,17500000,175,I-10,Islamabad,Islamabad Capital,33.642563,73.035994,4,For Sale,4,4/5/2019,Pakiza Real Estate & Builders,Muhammad Saeed,15246.056
55423,15632529,3421,https://www.zameen.com/Property/i_10_i_10_2_triple_storey_house_is_available_for_sale-15632529-3421-1.html,House,26500000,265,I-10,Islamabad,Islamabad Capital,33.649779,73.029385,7,For Sale,6,4/5/2019,Pakiza Real Estate & Builders,Muhammad Saeed,2178.008
55432,15635483,8121,https://www.zameen.com/Property/islamabad_tarnol_3_5_marla_house_for_sale-15635483-8121-1.html,House,2000000,20,Tarnol,Islamabad,Islamabad Capital,33.650065,72.90699,2,For Sale,2,4/5/2019,,,9528.785
55433,15635626,162,https://www.zameen.com/Property/islamabad_f_10_f_10_1200_yards_10_bedroom_house_on_main_margalla_road-15635626-162-1.html,House,130000000,1300,F-10,Islamabad,Islamabad Capital,33.691531,73.005431,6,For Sale,10,6/19/2019,786 Real Estate,Muhammad Adnan Abbas,130680
55436,15637606,1705,https://www.zameen.com/Property/bahria_town_bahria_enclave_brand_new_house_for_sale_sector_c3_bahria_enclave_islamabad-15637606-1705-1.html,House,26000000,260,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,5,For Sale,5,7/3/2019,Usmania Estate,Usmania Estate,2722.51
55438,15637858,331,https://www.zameen.com/Property/islamabad_national_police_foundation_o_9_1_kanal_triple_storey_house_for_sale_in_national_police_fondation-15637858-331-1.html,House,31500000,315,National Police Foundation O-9,Islamabad,Islamabad Capital,33.570792,73.13251,10,For Sale,10,6/28/2019,Inter Home Enterprises,Kamran Manzoor,5445
55439,15638417,376,https://www.zameen.com/Property/dha_defence_dha_defence_phase_1_1_kanal_brand_new_house_for_sale-15638417-376-1.html,House,45500000,455,DHA Defence,Islamabad,Islamabad Capital,33.540894,73.09573,6,For Sale,5,6/12/2019,Javed Real Estate,Malik Adnan,5445
55440,15638791,383,https://www.zameen.com/Property/islamabad_bahria_town_1_kanal_main_boulevard_house_in_front_of_bahria_civic_center-15638791-383-1.html,House,35000000,350,Bahria Town,Islamabad,Islamabad Capital,33.55083727,73.10628891,6,For Sale,6,4/5/2019,,,5445
55441,15639270,331,https://www.zameen.com/Property/islamabad_national_police_foundation_o_9_5_marla_triple_storey_house_for_sale-15639270-331-1.html,House,9500000,95,National Police Foundation O-9,Islamabad,Islamabad Capital,33.570792,73.13251,3,For Sale,4,6/28/2019,Inter Home Enterprises,Kamran Manzoor,1361.255
55671,15641220,13227,https://www.zameen.com/Property/lehtarar_road_bilal_town_4_marla_double_story_brand_new_house_available_for_sale_bilal_town_khanna_pul_islamabad-15641220-13227-1.html,House,7000000,70,Lehtarar Road,Islamabad,Islamabad Capital,33.632546,73.118431,5,For Sale,4,6/12/2019,Hamdaan Associates Real Estate Consultants  Builders,Hamdaan Associates,1089.004
55672,15641623,3386,https://www.zameen.com/Property/g_9_g_9_3_double_storey_house_for_sale-15641623-3386-1.html,House,22500000,225,G-9,Islamabad,Islamabad Capital,33.694138,73.036201,4,For Sale,4,6/26/2019,NA-48 Property,Nadeem Qamar,18240.817
55673,15641624,3387,https://www.zameen.com/Property/g_9_g_9_4_double_storey_house_for_sale-15641624-3387-1.html,House,31000000,310,G-9,Islamabad,Islamabad Capital,33.686496,73.039076,4,For Sale,4,6/26/2019,NA-48 Property,Nadeem Qamar,29675.359
55674,15641625,3327,https://www.zameen.com/Property/g_10_g_10_4_double_storey_house_for_sale-15641625-3327-1.html,House,40000000,400,G-10,Islamabad,Islamabad Capital,33.678711,73.021395,6,For Sale,6,6/26/2019,NA-48 Property,Nadeem Qamar,38659.642
55676,15641944,8260,https://www.zameen.com/Property/islamabad_faisal_town_f_18_7_marla_double_story_house_available_for_sale_in_faisal_town_block_a_islamabad-15641944-8260-1.html,House,16000000,160,Faisal Town - F-18,Islamabad,Islamabad Capital,33.616692,72.858996,6,For Sale,5,6/19/2019,Allied Builders & Engineers,Farhan Ali,1905.757
55677,15642550,174,https://www.zameen.com/Property/islamabad_i_8_corner_new_house_is_available_for_sale-15642550-174-1.html,House,55000000,550,I-8,Islamabad,Islamabad Capital,33.668497,73.07416,7,For Sale,6,4/5/2019,ABUS Real Estate,Akhtar Abbas,2994.761
55681,15643654,340,https://www.zameen.com/Property/islamabad_bani_gala_triple_storey_house_for_sale-15643654-340-1.html,House,15000000,150,Bani Gala,Islamabad,Islamabad Capital,33.713488,73.16268,6,For Sale,6,6/12/2019,Pakistan Builder Real Estate,Hassan Ali,2178.008
55684,15645722,331,https://www.zameen.com/Property/islamabad_national_police_foundation_o_9_5_marla_double_storey_house_for_sale-15645722-331-1.html,House,9000000,90,National Police Foundation O-9,Islamabad,Islamabad Capital,33.570792,73.13251,4,For Sale,3,6/28/2019,Inter Home Enterprises,Kamran Manzoor,1361.255
55685,15646103,331,https://www.zameen.com/Property/islamabad_national_police_foundation_o_9_1_kanal_brand_new_double_storey_house_in_o9-15646103-331-1.html,House,28500000,285,National Police Foundation O-9,Islamabad,Islamabad Capital,33.570792,73.13251,9,For Sale,7,6/28/2019,Inter Home Enterprises,Kamran Manzoor,5445
55687,15646321,3331,https://www.zameen.com/Property/g_11_g_11_2_newly_constructed_7_marla_house_in_g_11_is_available_in_3_60_crores_only-15646321-3331-1.html,House,36000000,360,G-11,Islamabad,Islamabad Capital,33.67164,72.991655,6,For Sale,5,6/19/2019,Silk Land Property Advisors,Muhammad,1905.757
55688,15646627,3226,https://www.zameen.com/Property/dha_valley_dha_homes_for_sale_8_marla_hose_in_dha_homes_islamabad-15646627-3226-1.html,House,7000000,70,DHA Defence,Islamabad,Islamabad Capital,33.492591,73.301339,3,For Sale,3,4/5/2019,Salaar Estate,Umar Bajwa,2178.008
55689,15646743,3226,https://www.zameen.com/Property/dha_valley_dha_homes_5_marla_house_for_sale-15646743-3226-1.html,House,3550000,35.5,DHA Defence,Islamabad,Islamabad Capital,33.492591,73.301339,2,For Sale,2,5/4/2019,Salaar Estate,Umar Bajwa,1361.255
55690,15646828,3226,https://www.zameen.com/Property/dha_valley_dha_homes_5_marla_house_for_sale_in_dha_home-15646828-3226-1.html,House,3000000,30,DHA Defence,Islamabad,Islamabad Capital,33.492591,73.301339,2,For Sale,2,5/4/2019,Salaar Estate,Umar Bajwa,1361.255
55692,15647722,330,https://www.zameen.com/Property/islamabad_g_13_g_13__brand_new_500_yd_corner_house_for_sale-15647722-330-1.html,House,65000000,650,G-13,Islamabad,Islamabad Capital,33.650065,72.963681,8,For Sale,7,6/5/2019,Al-Hafiz Estate,Basharat Hussain Qureshi,5445
55693,15648500,3203,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_h_brand_new_1_kanal_house_is_available_for_sale_in_sector_h_dha_phase_2_islamabad-15648500-3203-1.html,House,45000000,450,DHA Defence,Islamabad,Islamabad Capital,33.522649,73.169804,8,For Sale,6,6/12/2019,Asian House Care,Asian House Care,5445
55694,15649291,3147,https://www.zameen.com/Property/cbr_town_cbr_town_phase_1_brand_new_house_is_available_for_sale-15649291-3147-1.html,House,14500000,145,CBR Town,Islamabad,Islamabad Capital,33.559385,73.141265,6,For Sale,5,4/5/2019,Paris Real Estate & Builders,Ch. Hussnain Naveed /Khalid Khattak,2178.008
55695,15649325,3203,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_h_one_kanal_beautiful_newly_design_house_for_sale-15649325-3203-1.html,House,45000000,450,DHA Defence,Islamabad,Islamabad Capital,33.522649,73.169804,8,For Sale,6,6/27/2019,Asian House Care,Asian House Care,5445
55696,15649611,3330,https://www.zameen.com/Property/g_11_g_11_1_30x60_size_brand_new_house_is_available_at_3_70_c_only-15649611-3330-1.html,House,37000000,370,G-11,Islamabad,Islamabad Capital,33.663818,72.99526,6,For Sale,5,6/19/2019,Silk Land Property Advisors,Muhammad,2178.008
55945,15651015,3330,https://www.zameen.com/Property/g_11_g_11_1_lavish_brand_new_house_for_sale_at_g_11_1-15651015-3330-1.html,House,37000000,370,G-11,Islamabad,Islamabad Capital,33.663818,72.99526,5,For Sale,5,6/27/2019,S. S Enterprises,Qamar Malik,1905.757
55946,15651134,3314,https://www.zameen.com/Property/f_8_f_8_1_beautiful_house_5_bedrooms_with_garden_in_f_8-15651134-3314-1.html,House,80000000,800,F-8,Islamabad,Islamabad Capital,33.707384,73.036723,6,For Sale,5,6/3/2019,Cosmopolitan Group (Pvt) Ltd.,Qamar Shahzad,5445
55952,15652855,3442,https://www.zameen.com/Property/i_8_i_8_2_i_8_double_story_house_investor_price-15652855-3442-1.html,House,76500000,765,I-8,Islamabad,Islamabad Capital,33.66764,73.065948,6,For Sale,6,4/5/2019,Mian Associates,Muhammad Ikram,5445
55957,15654232,445,https://www.zameen.com/Property/islamabad_korang_town_six_marla_single_storey_corner_house_for_sale_in_korang_town_safari_block_islamabad-15654232-445-1.html,House,8500000,85,Korang Town,Islamabad,Islamabad Capital,33.579034,73.139591,2,For Sale,2,5/5/2019,Emaan Real Estate & Builders,Ali Haider,18240.817
55959,15654868,3346,https://www.zameen.com/Property/g_14_g_14_4_house_is_available_for_sale_in_g_14_4-15654868-3346-1.html,House,14300000,143,G-14,Islamabad,Islamabad Capital,33.641955,72.952859,4,For Sale,3,5/5/2019,BASE Group,Naveed Shaikhani,1089.004
55961,15655711,3394,https://www.zameen.com/Property/ghauri_town_ghauri_town_phase_4_double_storey_house_for_sale-15655711-3394-1.html,House,10000000,100,Ghauri Town,Islamabad,Islamabad Capital,33.61855,73.135471,5,For Sale,5,4/5/2019,Zain Builders,Faisal Mahmood,1361.255
55963,15656007,8343,https://www.zameen.com/Property/i_14_i_14_4_2_bed_plus_basement_house_for_sale_near_attractive_business_area_in_i_14_4-15656007-8343-1.html,House,10000000,100,I-14,Islamabad,Islamabad Capital,33.609044,72.972085,2,For Sale,2,4/5/2019,,,2178.008
55964,15656954,3508,https://www.zameen.com/Property/islamabad_zaraj_housing_scheme_40x70_house_is_available_for_sale-15656954-3508-1.html,House,25000000,250,Zaraj Housing Scheme,Islamabad,Islamabad Capital,33.512166,73.15135,8,For Sale,7,4/5/2019,,,3267.012
55966,15657294,3147,https://www.zameen.com/Property/cbr_town_cbr_town_phase_1_cbr_30x60_brand_new_double_storey_house_for_sale-15657294-3147-1.html,House,13500000,135,CBR Town,Islamabad,Islamabad Capital,33.559385,73.141265,6,For Sale,4,6/28/2019,Inter Home Enterprises,Kamran Manzoor,2178.008
55967,15657651,338,https://www.zameen.com/Property/islamabad_soan_garden_single_storey_brand_new_house_6_marla_available_for_sale_with_all_facilities_water__gas__electric-15657651-338-1.html,House,9000000,90,Soan Garden,Islamabad,Islamabad Capital,33.564427,73.157101,3,For Sale,2,4/5/2019,MG Sons Real Estate & Builders,Hassan Bhatti,1633.506
55968,15657718,3395,https://www.zameen.com/Property/ghauri_town_ghauri_town_phase_5_single_storey_house_for_sale-15657718-3395-1.html,House,6500000,65,Ghauri Town,Islamabad,Islamabad Capital,33.613118,73.130908,2,For Sale,2,4/5/2019,Tulsa Property Advisor,Amjad Mehmood Mughal,1361.255
55969,15657888,3147,https://www.zameen.com/Property/cbr_town_cbr_town_phase_1_cbr_brand_new_double_unit_house_for_sale-15657888-3147-1.html,House,14000000,140,CBR Town,Islamabad,Islamabad Capital,33.559385,73.141265,6,For Sale,4,6/28/2019,Inter Home Enterprises,Kamran Manzoor,2178.008
55970,15658730,383,https://www.zameen.com/Property/islamabad_bahria_town_bahria_town_30x75_outclass_double_storey_house_for_sale-15658730-383-1.html,House,30000000,300,Bahria Town,Islamabad,Islamabad Capital,33.55083727,73.10628891,7,For Sale,5,6/28/2019,Inter Home Enterprises,Kamran Manzoor,2722.51
55972,15658843,331,https://www.zameen.com/Property/islamabad_national_police_foundation_o_9_brand_new_10_marla_double_unit_house_for_sale-15658843-331-1.html,House,15500000,155,National Police Foundation O-9,Islamabad,Islamabad Capital,33.570792,73.13251,6,For Sale,5,6/28/2019,Inter Home Enterprises,Kamran Manzoor,2722.51
55974,15659022,331,https://www.zameen.com/Property/islamabad_national_police_foundation_o_9_5_marla_brand_new_double_unit_house_for_sale-15659022-331-1.html,House,9500000,95,National Police Foundation O-9,Islamabad,Islamabad Capital,33.570792,73.13251,5,For Sale,3,6/28/2019,Inter Home Enterprises,Kamran Manzoor,15246.056
55976,15659097,1378,https://www.zameen.com/Property/islamabad_pakistan_town_35x70_brand_new_double_storey_house_for_sale-15659097-1378-1.html,House,20000000,200,Pakistan Town,Islamabad,Islamabad Capital,33.575405,73.143325,7,For Sale,4,6/28/2019,Inter Home Enterprises,Kamran Manzoor,2722.51
55978,15659287,424,https://www.zameen.com/Property/islamabad_pwd_housing_scheme_pwd_brand_new_10_marla_single_storey_for_sale-15659287-424-1.html,House,12500000,125,PWD Housing Scheme,Islamabad,Islamabad Capital,33.570792,73.145256,3,For Sale,2,6/28/2019,Inter Home Enterprises,Kamran Manzoor,25319.343
55982,15660085,1705,https://www.zameen.com/Property/bahria_town_bahria_enclave_house_for_sale_located_in_behria_enclave_islamabad-15660085-1705-1.html,House,16000000,160,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,3,For Sale,3,6/3/2019,Khyber Associates,Iqbal Ahmad Khan,1361.255
55983,15660097,3316,https://www.zameen.com/Property/f_8_f_8_3_house_available_for_sale-15660097-3316-1.html,House,90000000,900,F-8,Islamabad,Islamabad Capital,33.716665,73.042209,6,For Sale,6,6/3/2019,Khyber Associates,Iqbal Ahmad Khan,5445
55984,15660107,330,https://www.zameen.com/Property/islamabad_g_13_house_available_for_sale-15660107-330-1.html,House,14500000,145,G-13,Islamabad,Islamabad Capital,33.650065,72.963681,4,For Sale,4,6/3/2019,Khyber Associates,Iqbal Ahmad Khan,1089.004
55987,15660884,3154,https://www.zameen.com/Property/d_12_d_12_1_4_marla_brand_new_top_of_the_line_double_storey_house-15660884-3154-1.html,House,17500000,175,D-12,Islamabad,Islamabad Capital,33.697565,72.944241,5,For Sale,5,4/5/2019,,,1089.004
56163,15661895,339,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_dha_phase_2_house_is_available_for_sale-15661895-339-1.html,House,36500000,365,DHA Defence,Islamabad,Islamabad Capital,33.527944,73.161392,6,For Sale,5,4/5/2019,,,5445
56168,15666324,11983,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_sector_h_5_marla_brand_new_house_in_sector_h_for_sale-15666324-11983-1.html,House,12800000,128,Bahria Town,Islamabad,Islamabad Capital,33.685404,73.226559,4,For Sale,3,6/12/2019,Al Qayyum Estate And Builders,Syed Saad Kakakhel,1361.255
56170,15667373,3394,https://www.zameen.com/Property/ghauri_town_ghauri_town_phase_4_5_marla_double_storey_with_complete_servant_quarter_house_for_sale-15667373-3394-1.html,House,9500000,95,Ghauri Town,Islamabad,Islamabad Capital,33.61855,73.135471,6,For Sale,5,6/3/2019,The Property Dealers,Muhammad Nazeer,1361.255
56171,15667935,156,https://www.zameen.com/Property/islamabad_bhara_kahu_house_available_for_sale_in__bhara_kahu-15667935-156-1.html,House,7000000,70,Bhara kahu,Islamabad,Islamabad Capital,33.737402,73.179159,3,For Sale,3,4/5/2019,,,1361.255
56172,15667954,3188,https://www.zameen.com/Property/islamabad_dha_defence_kanal_luxury__fabulous_house_in_dha_sector_b_for_luxury_life_loving-15667954-3188-1.html,House,47500000,475,DHA Defence,Islamabad,Islamabad Capital,33.539392,73.096933,8,For Sale,5,5/5/2019,Asian Builders,Shoukat Khan,5445
56173,15668237,11989,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_sector_c3_hill_view_green_villas_house_is_up_for_sale-15668237-11989-1.html,House,28500000,285,Bahria Town,Islamabad,Islamabad Capital,33.679226,73.208234,5,For Sale,5,6/3/2019,Swiss Property Pvt. Ltd,Umer Malik,2722.51
56174,15668618,10609,https://www.zameen.com/Property/bahria_garden_city_bahria_garden_city_zone_5_5_marla_brand_new_luxury_house_in_bahria_garden_city_for_sale-15668618-10609-1.html,House,9500000,95,Bahria Town,Islamabad,Islamabad Capital,33.499174,73.143334,3,For Sale,3,5/5/2019,Sidra Enterprises,Farrukh,1361.255
56182,15669032,616,https://www.zameen.com/Property/islamabad_b_17_10_marla_house_for_sale_6_beds_7_baths_2_cars_parking_brand_new-15669032-616-1.html,House,22500000,225,B-17,Islamabad,Islamabad Capital,33.68064,72.822189,7,For Sale,6,4/5/2019,,,2722.51
56183,15669096,156,https://www.zameen.com/Property/islamabad_bhara_kahu_3_5_marla_double_storey_house_for_sale-15669096-156-1.html,House,4000000,40,Bhara kahu,Islamabad,Islamabad Capital,33.737402,73.179159,3,For Sale,4,6/19/2019,New Capital Property Advisor,Mohammad Aamir,9528.785
56188,15669304,336,https://www.zameen.com/Property/islamabad_f_15_brand_new_3_story_with_brsment_house_for_sale_in_f_15_1_islamabad-15669304-336-1.html,House,27500000,275,F-15,Islamabad,Islamabad Capital,33.646493,72.919521,8,For Sale,7,6/27/2019,Property Bank Islamabad,Kamran Khattak,2722.51
56190,15669427,3330,https://www.zameen.com/Property/g_11_g_11_1_brand_new_double_unit_corner_house_for_sale_in_g_11_1_islamabad-15669427-3330-1.html,House,35000000,350,G-11,Islamabad,Islamabad Capital,33.663818,72.99526,6,For Sale,5,6/29/2019,Awais Builders and Property Advisor,M Tariq Khan,2178.008
56191,15669430,3330,https://www.zameen.com/Property/g_11_g_11_1_brand_new_double_unit_house_for_sale_in_g_11_1_islamabad-15669430-3330-1.html,House,30800000,308,G-11,Islamabad,Islamabad Capital,33.663818,72.99526,6,For Sale,5,6/29/2019,Awais Builders and Property Advisor,M. Tariq Khan,2178.008
56379,15671911,3283,https://www.zameen.com/Property/f_11_f_11_2_beautiful_house_for_sale_back_open__ideal_for_living_healthy_rental_value_reasonable_price-15671911-3283-1.html,House,31000000,310,F-11,Islamabad,Islamabad Capital,33.683425,72.980804,4,For Sale,4,4/5/2019,Triple A,Zahid Kazmi,18240.817
56380,15675238,3332,https://www.zameen.com/Property/g_11_g_11_3_house_for_sale-15675238-3332-1.html,House,15000000,150,G-11,Islamabad,Islamabad Capital,33.675604,73.000367,4,For Sale,4,4/5/2019,,,1089.004
56381,15677927,1146,https://www.zameen.com/Property/islamabad_alipur_farash_ali_pur_farash_beautiful_location_10_marla_corner_house_for_sale-15677927-1146-1.html,House,12500000,125,Alipur Farash,Islamabad,Islamabad Capital,33.65069,73.202934,5,For Sale,6,4/5/2019,,,2722.51
56382,15678202,383,https://www.zameen.com/Property/islamabad_bahria_town_corner_stylish_1_kanal_house_in_bahria_town-15678202-383-1.html,House,47000000,470,Bahria Town,Islamabad,Islamabad Capital,33.55083727,73.10628891,6,For Sale,5,6/19/2019,Al-Ghous Real Estate Management & Construction,Muhammad Nasir,5445
56383,15678715,383,https://www.zameen.com/Property/islamabad_bahria_town_10_marla_out_class_constructed_house_in_bahria_town-15678715-383-1.html,House,24500000,245,Bahria Town,Islamabad,Islamabad Capital,33.55083727,73.10628891,6,For Sale,5,6/28/2019,Al-Ghous Real Estate Management & Construction,Muhammad Nasir,2722.51
56384,15679257,174,https://www.zameen.com/Property/islamabad_i_8_i8_40x80_single_storey_house_for_sale-15679257-174-1.html,House,46000000,460,I-8,Islamabad,Islamabad Capital,33.668497,73.07416,3,For Sale,3,6/20/2019,Al Falah Property Consultants,Malik Ameer,38659.642
56385,15679548,163,https://www.zameen.com/Property/islamabad_f_11_f11_brand_new_10_marla_house_architectural_and_interior_model_design_50_feet_wide_street_beautiful_located-15679548-163-1.html,House,45000000,450,F-11,Islamabad,Islamabad Capital,33.683532,72.99041,6,For Sale,5,4/4/2019,9 Realty,Rehan Shabbir,2450.259
