,property_id,location_id,page_url,property_type,price,price_in_lac,location,city,province_name,latitude,longitude,baths,purpose,bedrooms,date_added,agency,agent,Total_Area
1254,7910165,340,https://www.zameen.com/Property/islamabad_bani_gala_10_marla_house_in_bani_gala_green_double_storey_house_for_sale-7910165-340-1.html,House,12500000,125,Bani Gala,Islamabad,Islamabad Capital,33.72025266,73.18405151,4,For Sale,4,7/4/2019,,,2722.51
1256,7912891,339,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_house_for_sale-7912891-339-1.html,House,46500000,465,DHA Defence,Islamabad,Islamabad Capital,33.52306986,73.16638112,6,For Sale,5,7/4/2019,,,5445
1259,7920099,3327,https://www.zameen.com/Property/g_10_g_10_4_5_marla_house_for_sale_in_g_10_4-7920099-3327-1.html,House,21000000,210,G-10,Islamabad,Islamabad Capital,33.678711,73.021395,5,For Sale,4,7/4/2019,,,1361.255
1260,7921523,11983,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_sector_h_sector_h_size_5_marla_booking_of_5_marla_villa_available_on_1_year_installment_plan_bahria_enclave_islamabad-7921523-11983-1.html,House,13500000,135,Bahria Town,Islamabad,Islamabad Capital,33.685404,73.226559,4,For Sale,3,6/3/2019,Indus Estate And Builders,Syed Afzal,1361.255
1262,7924394,165,https://www.zameen.com/Property/islamabad_f_7_f_7_demolish_house_for_sale-7924394-165-1.html,House,170000000,1700,F-7,Islamabad,Islamabad Capital,33.720413,73.056493,4,For Sale,4,7/4/2019,,,114345
1263,7948016,8972,https://www.zameen.com/Property/islamabad_jhang_syedan_4_marla_structure_house_for_sale-7948016-8972-1.html,House,2700000,27,Jhang Syedan,Islamabad,Islamabad Capital,33.643982,73.20804,3,For Sale,2,7/4/2019,,,1089.004
1265,7956340,3444,https://www.zameen.com/Property/i_8_i_8_4_villa_for_sale-7956340-3444-1.html,House,58000000,580,I-8,Islamabad,Islamabad Capital,33.662782,73.077793,6,For Sale,6,7/4/2019,,,5445
1266,7961377,445,https://www.zameen.com/Property/islamabad_korang_town_5_marla_double_storey_house-7961377-445-1.html,House,12500000,125,Korang Town,Islamabad,Islamabad Capital,33.58023148,73.14516485,5,For Sale,4,7/4/2019,,,1361.255
1268,7963805,3348,https://www.zameen.com/Property/g_15_g_15_1_single_storey_house_for_sale_in_g_15_1-7963805-3348-1.html,House,17500000,175,G-15,Islamabad,Islamabad Capital,33.626913,72.924328,3,For Sale,2,7/4/2019,,,2178.008
1269,7964662,167,https://www.zameen.com/Property/islamabad_g_10_full_house_in_g_10_for_sale-7964662-167-1.html,House,16900000,169,G-10,Islamabad,Islamabad Capital,33.676104,73.013842,4,For Sale,3,7/4/2019,,,1633.506
1270,7980819,8399,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_j_10_marla_house_for_sale_dha_phase_2_sector_j_islamabad-7980819-8399-1.html,House,22000000,220,DHA Defence,Islamabad,Islamabad Capital,33.536959,73.175418,5,For Sale,6,7/4/2019,,,2722.51
1271,7980871,339,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_10_marla_house_for_sale_at_dha_phase_2_sector_j-7980871-339-1.html,House,21900000,219,DHA Defence,Islamabad,Islamabad Capital,33.527944,73.161392,5,For Sale,6,7/4/2019,,,2722.51
1272,7980908,8399,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_j_house_for_sale-7980908-8399-1.html,House,22000000,220,DHA Defence,Islamabad,Islamabad Capital,33.536959,73.175418,5,For Sale,5,7/4/2019,,,2722.51
1275,7990643,156,https://www.zameen.com/Property/islamabad_bhara_kahu_new_build_house_for_sale_2_bedroom__corner-7990643-156-1.html,House,3000000,30,Bhara kahu,Islamabad,Islamabad Capital,33.72870587,73.17686152,2,For Sale,2,7/4/2019,,,1089.004
1276,7991379,3394,https://www.zameen.com/Property/ghauri_town_ghauri_town_phase_4_single_storage_house_at_ghauri_town_phase_4a-7991379-3394-1.html,House,5200000,52,Ghauri Town,Islamabad,Islamabad Capital,33.61855,73.13547,3,For Sale,2,7/4/2019,,,1089.004
1277,7991414,3163,https://www.zameen.com/Property/margalla_view_housing_society_margalla_view_society_block_c_pine_villa_brand_new_single_unit_house_for_sale_1_crore_40_lakh-7991414-3163-1.html,House,14000000,140,D-17,Islamabad,Islamabad Capital,33.657138,72.858281,5,For Sale,5,7/4/2019,,,1905.757
1278,7994489,1314,https://www.zameen.com/Property/islamabad_ghauri_town_house_is_available_for_sale-7994489-1314-1.html,House,3500000,35,Ghauri Town,Islamabad,Islamabad Capital,33.619335,73.12531,2,For Sale,3,7/4/2019,,,1361.255
1281,8012102,3112,https://www.zameen.com/Property/islamabad_arsalan_town_4_marla_house_single_storey-8012102-3112-1.html,House,2600000,26,Arsalan Town,Islamabad,Islamabad Capital,33.642491,73.213663,1,For Sale,2,7/4/2019,,,1089.004
1282,8030382,3456,https://www.zameen.com/Property/islamabad_kashmir_highway_double_storey_house_for_sale-8030382-3456-1.html,House,9700000,97,Kashmir Highway,Islamabad,Islamabad Capital,33.651923,72.985343,6,For Sale,4,7/4/2019,,,14973.805
1496,8073781,3423,https://www.zameen.com/Property/i_10_i_10_4_house_for_sale_urgent_basis-8073781-3423-1.html,House,14500000,145,I-10,Islamabad,Islamabad Capital,33.646421,73.045263,2,For Sale,4,7/4/2019,,,1361.255
1497,8081949,616,https://www.zameen.com/Property/islamabad_b_17_30x55_double_storey_for_sale-8081949-616-1.html,House,13000000,130,B-17,Islamabad,Islamabad Capital,33.67451496,72.82681346,6,For Sale,6,7/4/2019,,,19874.323
1498,8082530,3498,https://www.zameen.com/Property/soan_garden_soan_garden_block_h_urgent_sale_200_yards_house_at_reasonable_price-8082530-3498-1.html,House,7500000,75,Soan Garden,Islamabad,Islamabad Capital,33.55799398,73.16188507,4,For Sale,3,7/17/2019,,,2178.008
1500,8085581,165,https://www.zameen.com/Property/islamabad_f_7_f7_demolish_able_house_for_sale-8085581-165-1.html,House,170000000,1700,F-7,Islamabad,Islamabad Capital,33.720413,73.056493,6,For Sale,6,7/4/2019,,,114345
1502,8089314,11110,https://www.zameen.com/Property/pir_sohawa_highland_resort_stunning_and_luxurious_2_bed_cottage_for_sale-8089314-11110-1.html,House,14200000,142,Pir Sohawa,Islamabad,Islamabad Capital,33.806977,73.128156,2,For Sale,2,4/5/2019,Dream Land,Nasir Rizwan,1905.757
1503,8091026,3390,https://www.zameen.com/Property/ghauri_town_ghauri_town_phase_1_priced_to_sell_very_spacious_12_marla_single_storey_house_for_sale-8091026-3390-1.html,House,13500000,135,Ghauri Town,Islamabad,Islamabad Capital,33.623947,73.126588,5,For Sale,3,7/4/2019,,,2994.761
1504,8106092,11110,https://www.zameen.com/Property/pir_sohawa_highland_resort_2_bed_cottage_is_available_for_sale-8106092-11110-1.html,House,19700000,197,Pir Sohawa,Islamabad,Islamabad Capital,33.806977,73.128156,2,For Sale,2,4/5/2019,Dream Land,Nasir Rizwan,26408.347
1505,8106203,11110,https://www.zameen.com/Property/pir_sohawa_highland_resort_3_bed_villa_for_sale_in_highland_resort-8106203-11110-1.html,House,25600000,256,Pir Sohawa,Islamabad,Islamabad Capital,33.806977,73.128156,3,For Sale,3,4/5/2019,Dream Land,Nasir Rizwan,43287.909
1506,8118258,3226,https://www.zameen.com/Property/dha_valley_dha_homes_dha_homes_5_marla_for_sale-8118258-3226-1.html,House,4300000,43,DHA Defence,Islamabad,Islamabad Capital,33.492591,73.301339,2,For Sale,2,7/4/2019,,,1361.255
1507,8126070,340,https://www.zameen.com/Property/islamabad_bani_gala_double_storey_house_for_sale_in_bani_gala-8126070-340-1.html,House,8500000,85,Bani Gala,Islamabad,Islamabad Capital,33.713488,73.16268,6,For Sale,4,7/4/2019,,,1905.757
1508,8127367,616,https://www.zameen.com/Property/islamabad_b_17_newly_constructed_house_for_sale-8127367-616-1.html,House,11500000,115,B-17,Islamabad,Islamabad Capital,33.68636986,72.81568699,6,For Sale,4,7/4/2019,,,2178.008
1509,8130479,3316,https://www.zameen.com/Property/f_8_f_8_3_prime_location__big_house_for_sale-8130479-3316-1.html,House,350000000,3500,F-8,Islamabad,Islamabad Capital,33.716665,73.042209,9,For Sale,8,7/4/2019,,,27225
1511,8135998,3301,https://www.zameen.com/Property/f_6_f_6_3_house_for_sale_f_6_3-8135998-3301-1.html,House,350000000,3500,F-6,Islamabad,Islamabad Capital,33.735118,73.077486,10,For Sale,11,7/4/2019,,,234135
1514,8153905,383,https://www.zameen.com/Property/islamabad_bahria_town_10_marla_out_class_constructed_house_in_bahria_town-8153905-383-1.html,House,21000000,210,Bahria Town,Islamabad,Islamabad Capital,33.55083727,73.10628891,6,For Sale,5,3/6/2019,Al-Ghous Real Estate Management & Construction,Muhammad Nasir,2722.51
1515,8154008,383,https://www.zameen.com/Property/islamabad_bahria_town_designer_ten_marla_house_in_bahria_town-8154008-383-1.html,House,23000000,230,Bahria Town,Islamabad,Islamabad Capital,33.55083727,73.10628891,6,For Sale,5,6/3/2019,Al-Ghous Real Estate Management & Construction,Muhammad Nasir,2722.51
1516,8154188,383,https://www.zameen.com/Property/islamabad_bahria_town_unique_and_stylish_1_kanal_house_in_bahria_town-8154188-383-1.html,House,40000000,400,Bahria Town,Islamabad,Islamabad Capital,33.55083727,73.10628891,7,For Sale,6,6/4/2019,Al-Ghous Real Estate Management & Construction,Muhammad Nasir,5445
1517,8154390,383,https://www.zameen.com/Property/islamabad_bahria_town_stylish_1_kanal_house_for_sale_in_bahria_town-8154390-383-1.html,House,43000000,430,Bahria Town,Islamabad,Islamabad Capital,33.55083727,73.10628891,7,For Sale,6,6/3/2019,Al-Ghous Real Estate Management & Construction,Muhammad Nasir,5445
1518,8154697,383,https://www.zameen.com/Property/islamabad_bahria_town_10_marla_out_class_constructed_house_in_bahria_town-8154697-383-1.html,House,23500000,235,Bahria Town,Islamabad,Islamabad Capital,33.55083727,73.10628891,6,For Sale,5,3/6/2019,Al-Ghous Real Estate Management & Construction,Muhammad Nasir,2722.51
1520,8163508,3111,https://www.zameen.com/Property/islamabad_ali_pur_5_marla_house_for_sale-8163508-3111-1.html,House,3800000,38,Ali Pur,Islamabad,Islamabad Capital,33.644278,73.173237,2,For Sale,3,7/4/2019,,,1361.255
1521,8164688,329,https://www.zameen.com/Property/islamabad_e_11_new_build_house_for_sale_50x90_500_sq_yard_in_e_11-8164688-329-1.html,House,85000000,850,E-11,Islamabad,Islamabad Capital,33.698135,72.97822,9,For Sale,7,7/4/2019,,,5445
1522,8166815,1420,https://www.zameen.com/Property/fechs_jinnah_gardens_house_for_sale_in_jinnah_gardens-8166815-1420-1.html,House,9000000,90,FECHS,Islamabad,Islamabad Capital,33.572044,73.175082,3,For Sale,4,7/4/2019,,,1361.255
1523,8167633,339,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_10_marla_house_for_sale_sector_j_dha_2_islamabad-8167633-339-1.html,House,22000000,220,DHA Defence,Islamabad,Islamabad Capital,33.527944,73.161392,5,For Sale,6,7/4/2019,,,2722.51
1524,8169303,329,https://www.zameen.com/Property/islamabad_e_11_f_7_2_demolish_able_house_for_sale-8169303-329-1.html,House,170000000,1700,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,6,For Sale,6,7/4/2019,,,114345
1527,8176997,166,https://www.zameen.com/Property/islamabad_f_8_brand_new_house_for_sale_in_f8-8176997-166-1.html,House,190000000,1900,F-8,Islamabad,Islamabad Capital,33.713131,73.038383,9,For Sale,9,2/4/2019,Property Time Real Estate Advisor,Syed Muhammad Aqib,70785
1529,8182491,1378,https://www.zameen.com/Property/islamabad_pakistan_town_6_marla_house_for_sale_with_extra_land-8182491-1378-1.html,House,14000000,140,Pakistan Town,Islamabad,Islamabad Capital,33.575405,73.143325,5,For Sale,4,7/4/2019,,,1633.506
1531,8183969,1378,https://www.zameen.com/Property/islamabad_pakistan_town_6_marla_house_with_extra_land_for_sale-8183969-1378-1.html,House,14000000,140,Pakistan Town,Islamabad,Islamabad Capital,33.575405,73.143325,5,For Sale,4,7/4/2019,,,1633.506
1532,8184045,3233,https://www.zameen.com/Property/e_11_e_11_2_bungalow_villa_is_available_for_sale-8184045-3233-1.html,House,52000000,520,E-11,Islamabad,Islamabad Capital,33.699958,72.970119,6,For Sale,6,7/4/2019,,,4356.016
1533,8184435,1378,https://www.zameen.com/Property/islamabad_pakistan_town_6_marla_corner_house_for_sale-8184435-1378-1.html,House,13000000,130,Pakistan Town,Islamabad,Islamabad Capital,33.575405,73.143326,5,For Sale,4,7/4/2019,,,1633.506
1534,8204853,12029,https://www.zameen.com/Property/islamabad_shaheen_town_fresh_new_excellently_built_4_marla_house_for_sale-8204853-12029-1.html,House,6300000,63,Shaheen Town,Islamabad,Islamabad Capital,33.641747,73.217908,3,For Sale,3,7/4/2019,,,11979.044
1814,8211037,10660,https://www.zameen.com/Property/ghauri_town_ghauri_garden_6_marla_house_for_sale-8211037-10660-1.html,House,15000000,150,Ghauri Town,Islamabad,Islamabad Capital,33.630792,73.138835,6,For Sale,5,7/4/2019,,,1633.506
1815,8214548,3241,https://www.zameen.com/Property/e_11_e_11_4_brand_new_house_size_35_x_65__sq_ft__for_sale-8214548-3241-1.html,House,36000000,360,E-11,Islamabad,Islamabad Capital,33.698244,72.984238,7,For Sale,5,7/4/2019,,,27497.351
1822,8220224,3393,https://www.zameen.com/Property/ghauri_town_ghauri_town_phase_3_ghauri_town_phase_3_10_marla_house_for_sale-8220224-3393-1.html,House,21000000,210,Ghauri Town,Islamabad,Islamabad Capital,33.61500125,73.13028898,7,For Sale,7,7/4/2019,,,2722.51
1823,8224815,329,https://www.zameen.com/Property/islamabad_e_11_brand_new_9_beds_home_for_sale_in_reasonable_price_in_e_11-8224815-329-1.html,House,64000000,640,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,10,For Sale,7,7/4/2019,,,4900.518
1828,8252385,340,https://www.zameen.com/Property/islamabad_bani_gala_beautiful_home_for_sale-8252385-340-1.html,House,50000000,500,Bani Gala,Islamabad,Islamabad Capital,33.713488,73.16268,9,For Sale,6,7/4/2019,,,70785
1829,8256703,376,https://www.zameen.com/Property/dha_defence_dha_defence_phase_1_1_kanal_brand_new_house_for_sale-8256703-376-1.html,House,55000000,550,DHA Defence,Islamabad,Islamabad Capital,33.540894,73.095732,5,For Sale,5,7/4/2019,,,5445
1830,8267068,383,https://www.zameen.com/Property/islamabad_bahria_town_real_add_beautiful_1_kanal_house_in_bahria_town-8267068-383-1.html,House,42000000,420,Bahria Town,Islamabad,Islamabad Capital,33.55083727,73.10628891,7,For Sale,6,4/5/2019,Al-Ghous Real Estate Management & Construction,Muhammad Nasir,5445
1831,8267612,383,https://www.zameen.com/Property/islamabad_bahria_town_stylish_1_kanal_house_in_bahria_town-8267612-383-1.html,House,38000000,380,Bahria Town,Islamabad,Islamabad Capital,33.55083727,73.10628891,6,For Sale,5,2/4/2019,Al-Ghous Real Estate Management & Construction,Muhammad Nasir,5445
2081,8268796,383,https://www.zameen.com/Property/islamabad_bahria_town_awesome_10_marla_house_for_sale_in_bahria_town-8268796-383-1.html,House,22500000,225,Bahria Town,Islamabad,Islamabad Capital,33.55083727,73.10628891,6,For Sale,5,2/4/2019,Al-Ghous Real Estate Management & Construction,Muhammad Nasir,2722.51
2082,8269735,3111,https://www.zameen.com/Property/islamabad_ali_pur_house_in_islamabad_of_937_sq_feet-8269735-3111-1.html,House,5300000,53,Ali Pur,Islamabad,Islamabad Capital,33.644278,73.173237,2,For Sale,2,7/4/2019,,,11434.542
2083,8269923,339,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_10_marla_house_for_sale_at_dha_phase_2_at_best_location-8269923-339-1.html,House,22000000,220,DHA Defence,Islamabad,Islamabad Capital,33.527944,73.161392,5,For Sale,6,7/4/2019,,,2722.51
2084,8270057,1561,https://www.zameen.com/Property/islamabad_islamabad_highway_3_marla_house_for_sale-8270057-1561-1.html,House,2550000,25.5,Islamabad Highway,Islamabad,Islamabad Capital,33.6473679,73.11829448,2,For Sale,1,7/4/2019,,,816.753
2085,8270899,11972,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_sector_b1_sector_b1_street_30_5_marla_pair_excellent_house_for_sale-8270899-11972-1.html,House,14000000,140,Bahria Town,Islamabad,Islamabad Capital,33.698472,73.223812,3,For Sale,3,6/19/2019,Nexus Estate Services,Ch Afzal/ Ch Faisal/ Ch Adeel,1361.255
2086,8271559,330,https://www.zameen.com/Property/islamabad_g_13_35x70_house_for_sale_at_g_13-8271559-330-1.html,House,23000000,230,G-13,Islamabad,Islamabad Capital,33.650065,72.963681,4,For Sale,4,7/4/2019,,,29675.359
2088,8275597,3241,https://www.zameen.com/Property/e_11_e_11_4_house_for_sale_in_e_11_4_islamabad-8275597-3241-1.html,House,21500000,215,E-11,Islamabad,Islamabad Capital,33.69528751,72.98675962,7,For Sale,6,7/4/2019,,,1633.506
2089,8279184,156,https://www.zameen.com/Property/islamabad_bhara_kahu_structure_house_for_sale-8279184-156-1.html,House,1800000,18,Bhara kahu,Islamabad,Islamabad Capital,33.737402,73.179159,2,For Sale,2,7/4/2019,,,6806.275
2091,8289601,12136,https://www.zameen.com/Property/f_17_tele_garden__t_t_echs__grey_structure_house_available_for_sale_in_sector_f_17_2-8289601-12136-1.html,House,9000000,90,F-17,Islamabad,Islamabad Capital,33.627577,72.877002,5,For Sale,4,7/4/2019,,,1905.757
2093,8294780,3348,https://www.zameen.com/Property/g_15_g_15_1_g_15_7_marla_brand_new_house_available_for_sale-8294780-3348-1.html,House,17000000,170,G-15,Islamabad,Islamabad Capital,33.62724318,72.92348027,5,For Sale,5,7/4/2019,,,1905.757
2094,8298334,158,https://www.zameen.com/Property/islamabad_chak_shahzad_7_marla_house_triple_storey_house-8298334-158-1.html,House,15500000,155,Chak Shahzad,Islamabad,Islamabad Capital,33.658353,73.144054,9,For Sale,9,7/4/2019,,,1905.757
2095,8300751,1039,https://www.zameen.com/Property/islamabad_h_13_capital_homes_house_for_sale-8300751-1039-1.html,House,14000000,140,H-13,Islamabad,Islamabad Capital,33.637489,72.972193,6,For Sale,5,7/4/2019,,,20418.825
2098,8338141,3461,https://www.zameen.com/Property/islamabad_lehtarar_road_3_marla_house_for_sale-8338141-3461-1.html,House,2250000,22.5,Lehtarar Road,Islamabad,Islamabad Capital,33.64328366,73.12376551,2,For Sale,2,7/4/2019,,,816.753
2100,8339852,1421,https://www.zameen.com/Property/jinnah_gardens_jinnah_gardens_phase_1_double_storey_7_marla_brand_new_house_for_sale-8339852-1421-1.html,House,14000000,140,FECHS,Islamabad,Islamabad Capital,33.572008,73.174596,6,For Sale,5,7/4/2019,,,1905.757
2357,8355680,329,https://www.zameen.com/Property/islamabad_e_11_6_beds_house_available_for_sale_in_e_11-8355680-329-1.html,House,31500000,315,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,7,For Sale,6,5/5/2019,Legend Estates,Ali Sial,2722.51
2358,8355718,339,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_house_for_sale_dha_phase_2_sector_j_islamabad_10_marla-8355718-339-1.html,House,22000000,220,DHA Defence,Islamabad,Islamabad Capital,33.527944,73.161392,5,For Sale,6,7/4/2019,,,2722.51
2359,8356481,1039,https://www.zameen.com/Property/islamabad_h_13_3_marla_house_for_sale-8356481-1039-1.html,House,8700000,87,H-13,Islamabad,Islamabad Capital,33.637489,72.972193,4,For Sale,4,7/4/2019,,,816.753
2360,8356760,1421,https://www.zameen.com/Property/jinnah_gardens_jinnah_gardens_phase_1_8_marla_double_storey_house-8356760-1421-1.html,House,14000000,140,FECHS,Islamabad,Islamabad Capital,33.572008,73.174596,6,For Sale,5,7/4/2019,,,2178.008
2361,8357532,1314,https://www.zameen.com/Property/islamabad_ghauri_town_house_situated_at_ghori_town_phase_5_b-8357532-1314-1.html,House,6700000,67,Ghauri Town,Islamabad,Islamabad Capital,33.622894,73.14514,3,For Sale,2,7/4/2019,,,1905.757
2363,8365169,1705,https://www.zameen.com/Property/bahria_town_bahria_enclave_beautiful_a_class_owner_made_house-8365169-1705-1.html,House,41500000,415,Bahria Town,Islamabad,Islamabad Capital,33.69264,73.21881,7,For Sale,7,7/4/2019,,,4356.016
